0.15,150.0,-0.00517
0.23333333333333334,119.0,-0.00425
0.2833333333333333,161.0,-0.00551
0.48333333333333334,165.0,-0.00563
0.5166666666666667,-53.1,0.0023
0.5666666666666667,-29.4,0.0016
0.6,134.0,-0.00469
0.7166666666666667,163.0,-0.00558
0.9166666666666666,126.0,-0.00448
1.0,116.0,-0.00416
1.05,117.0,-0.00422
1.25,158.0,-0.00542
1.25,106.0,-0.00386
1.2833333333333334,125.0,-0.00445
1.4333333333333333,162.0,-0.00555
1.45,176.0,-0.00597
1.45,98.1,-0.00364
1.6166666666666667,130.0,-0.00459
1.6333333333333333,123.0,-0.00437
1.75,146.0,-0.00508
1.8,166.0,-0.00565
1.8833333333333333,138.0,-0.00482
2.216666666666667,115.0,-0.00416
2.2666666666666666,127.0,-0.0045
2.466666666666667,146.0,-0.00507
2.5,138.0,-0.00483
2.6333333333333333,41.4,-0.00196
2.783333333333333,135.0,-0.00474
2.9,98.6,-0.00366
3.3,111.0,-0.00402
3.35,132.0,-0.00465
3.4,152.0,-0.00523
3.466666666666667,132.0,-0.00464
3.5833333333333335,165.0,-0.00563
3.6,161.0,-0.00552
3.7666666666666666,174.0,-0.00591
3.8833333333333333,160.0,-0.00547
3.95,50.1,-0.00222
3.966666666666667,125.0,-0.00445
3.9833333333333334,117.0,-0.00421
4.0,142.0,-0.00494
4.05,140.0,-0.00489
4.083333333333333,152.0,-0.00525
4.216666666666667,183.0,-0.00618
4.216666666666667,140.0,-0.00489
4.266666666666667,126.0,-0.00448
4.383333333333334,161.0,-0.00551
4.4,134.0,-0.00472
4.45,167.0,-0.00568
4.5,159.0,-0.00544
4.516666666666667,138.0,-0.00483
4.516666666666667,109.0,-0.00395
4.566666666666666,122.0,-0.00436
4.583333333333333,134.0,-0.00471
4.6,191.0,-0.0064
4.683333333333334,-36.7,0.00182
4.733333333333333,39.1,-0.00189
4.816666666666666,216.0,-0.00713
4.95,131.0,-0.00461
4.95,71.9,-0.00286
4.966666666666667,133.0,-0.00467
5.183333333333334,173.0,-0.00587
5.266666666666667,123.0,-0.00437
5.3,126.0,-0.00448
5.366666666666666,146.0,-0.00506
5.466666666666667,130.0,-0.0046
5.716666666666667,133.0,-0.00467
5.766666666666667,161.0,-0.0055
5.85,28.1,-0.00156
5.916666666666667,158.0,-0.00541
6.266666666666667,113.0,-0.00409
6.383333333333334,153.0,-0.00527
6.466666666666667,159.0,-0.00546
6.533333333333333,137.0,-0.00479
6.583333333333333,125.0,-0.00445
6.583333333333333,76.7,-0.00301
6.616666666666666,169.0,-0.00574
6.633333333333334,45.3,-0.00207
6.666666666666667,162.0,-0.00554
6.716666666666667,77.7,-0.00304
6.783333333333333,182.0,-0.00613
6.9,138.0,-0.00483
6.95,124.0,-0.00441
6.966666666666667,127.0,-0.00449
7.0,145.0,-0.00504
7.066666666666666,182.0,-0.00615
7.1,-44.9,0.00206
