115	9	6
14	23	10
69	14	11
110	21	11
51	6	13
120	13	16
102	16	16
97	12	21
9	24	21
120	13	25
49	16	33
55	18	35
121	11	37
12	19	39
65	23	39
73	15	40
11	12	41
120	12	43
100	18	43
75	25	46
108	26	47
20	26	49
61	19	53
91	10	54
104	17	55
7	23	58
36	8	59
10	6	61
46	20	66
97	9	68
119	25	69
44	6	70
86	6	73
111	11	76
74	23	78
54	20	82
19	11	82
120	13	84
58	9	85
47	12	86
25	13	89
82	8	89
10	7	105
23	18	105
53	17	109
62	26	109
93	20	110
120	12	112
68	17	114
75	14	114
34	15	116
88	8	126
82	8	131
120	13	131
65	13	133
41	24	133
36	10	138
120	13	141
97	23	145
96	8	146
95	14	150
11	24	151
113	24	156
39	18	156
63	19	156
118	21	159
120	9	160
86	26	161
92	12	163
112	23	163
106	9	164
120	12	166
47	11	167
39	13	168
84	15	170
79	18	170
17	17	172
95	25	173
26	27	178
100	10	179
25	12	180
12	20	181
85	24	185
88	16	190
10	25	201
120	13	203
28	26	204
20	18	206
61	25	207
109	19	210
41	26	211
115	7	212
43	9	215
18	15	215
39	20	216
98	27	218
110	21	221
14	26	222
60	20	230
120	13	232
49	12	235
108	17	235
24	18	236
33	18	239
51	15	242
59	9	248
38	18	248
60	18	254
91	18	254
48	24	255
93	12	256
118	21	257
55	22	258
40	20	262
113	17	265
121	21	265
121	27	266
67	17	268
46	8	272
9	17	272
71	23	272
103	22	273
42	16	274
43	26	274
92	22	274
52	10	275
20	12	279
35	6	280
47	8	280
78	9	284
19	22	284
49	24	289
112	17	290
76	24	290
22	22	291
8	11	294
68	26	294
78	14	295
51	11	302
64	24	302
75	10	307
48	20	308
120	13	311
51	7	312
103	16	313
66	21	314
96	18	314
89	8	315
62	11	317
62	25	320
94	19	322
24	16	322
71	8	326
92	10	331
19	20	335
85	14	343
90	11	347
79	11	349
74	14	354
12	20	354
57	27	354
100	27	356
75	26	359
97	6	360
52	21	365
37	24	365
72	9	367
92	15	370
31	26	374
66	11	379
77	23	380
50	17	385
105	16	385
63	11	386
120	20	386
120	13	387
71	14	387
111	11	388
72	21	389
68	27	390
47	12	392
79	19	398
84	13	399
86	22	399
69	19	400
52	13	400
101	17	401
42	27	403
6	22	404
112	16	405
93	18	407
42	14	411
88	18	421
83	6	422
51	18	425
57	20	427
80	15	429
79	8	433
42	17	434
12	26	437
121	14	439
75	22	441
111	24	442
77	7	443
70	12	444
50	14	445
65	21	445
92	14	447
77	24	452
38	17	455
97	15	458
34	9	459
16	18	460
39	25	462
93	17	464
71	8	466
32	6	466
15	19	468
113	17	468
60	12	472
38	17	475
76	26	475
47	27	478
56	7	479
68	14	480
41	22	482
81	10	483
43	18	488
109	14	489
93	17	490
30	9	493
29	8	500
58	12	502
77	17	506
98	16	508
51	22	509
105	8	510
6	23	510
121	13	511
13	18	515
55	9	516
93	13	517
76	23	519
15	6	521
37	15	521
114	19	523
74	13	526
85	12	527
90	16	527
96	9	528
27	15	528
107	15	530
33	27	535
40	21	537
94	8	538
32	19	540
105	20	540
105	12	542
26	10	545
33	19	548
18	16	548
119	13	550
86	27	551
98	20	553
63	18	553
119	9	554
13	10	554
22	7	557
96	25	558
31	10	559
30	24	561
8	24	565
58	13	567
88	24	570
69	23	571
78	19	578
115	6	582
38	21	582
27	22	584
54	12	584
49	23	585
88	11	586
8	14	590
68	16	592
20	6	592
90	26	593
52	6	594
33	23	598
34	17	600
96	25	602
110	19	603
66	10	604
8	24	608
73	20	611
8	12	611
119	9	611
88	22	614
39	20	615
12	24	615
54	10	620
25	25	620
72	26	624
78	23	625
62	26	626
28	9	628
71	10	632
67	22	634
23	8	634
53	12	635
56	17	636
110	20	636
77	11	638
104	12	639
47	16	642
102	17	644
16	27	644
81	23	645
28	12	646
40	7	647
119	12	647
67	13	650
39	11	653
65	21	653
118	12	653
83	11	654
16	26	655
109	19	658
32	7	660
19	9	661
108	6	662
96	15	663
46	15	665
80	7	667
59	11	669
18	13	670
33	17	671
88	10	672
119	12	672
66	17	672
48	11	675
40	26	676
111	16	676
6	27	676
95	25	677
77	24	688
91	21	689
68	8	690
33	9	697
97	16	700
53	11	701
73	11	703
91	6	704
86	23	704
92	13	706
58	18	707
62	7	709
22	13	710
111	8	710
91	24	714
112	19	716
54	6	716
98	19	716
84	10	721
9	16	723
34	12	727
84	18	728
100	16	728
75	28	730
14	13	734
120	13	735
61	19	742
53	11	742
121	13	745
104	17	746
51	10	749
70	26	749
33	18	756
21	20	757
80	24	760
84	24	766
20	14	766
38	26	769
87	17	770
13	24	770
34	9	771
58	11	773
21	8	774
111	13	775
60	26	776
109	6	777
92	7	778
119	10	779
109	16	781
121	13	787
39	19	787
53	13	789
22	12	791
87	8	791
64	10	792
57	8	793
13	21	794
80	22	795
47	15	797
72	21	798
39	16	800
66	25	800
105	15	802
120	13	803
29	17	805
8	16	807
99	13	811
52	14	811
120	12	812
69	24	812
32	24	813
10	9	822
109	12	823
28	8	826
78	27	826
11	14	834
94	27	835
51	21	836
7	10	838
42	11	841
51	11	841
85	17	841
43	18	843
76	21	850
90	21	851
80	18	852
48	21	855
10	23	855
57	19	857
21	22	863
93	14	865
111	16	869
20	22	869
84	6	871
111	16	882
32	14	883
16	25	884
85	13	886
79	6	889
32	25	891
46	16	892
104	9	892
83	23	895
97	7	895
30	15	896
48	7	897
100	23	898
63	21	903
103	14	909
80	9	910
95	16	913
36	12	915
82	28	918
26	14	919
71	16	921
52	23	927
50	11	928
26	13	928
94	25	928
95	7	931
101	7	932
58	23	933
84	15	934
92	27	934
69	16	935
9	17	935
46	21	936
15	13	939
44	8	943
79	24	948
120	13	948
14	17	951
51	17	952
61	12	955
69	18	955
74	21	956
41	21	958
65	6	958
82	15	959
49	13	961
65	24	963
42	7	965
87	15	965
40	17	968
45	27	971
114	24	971
73	25	974
51	25	974
66	9	976
20	11	980
95	26	980
74	22	982
20	25	983
46	21	984
18	18	985
11	24	988
110	17	990
44	16	991
120	13	994
87	6	998
100	21	999
25	24	999
121	13	1000
49	12	1000
96	9	1000
119	12	1010
65	21	1010
58	7	1010
83	18	1010
30	17	1010
53	25	1010
91	12	1020
14	16	1020
30	12	1020
13	10	1020
48	27	1030
54	26	1030
44	18	1030
112	7	1040
75	23	1040
26	11	1040
73	9	1040
78	18	1040
105	9	1050
60	20	1050
85	6	1050
31	23	1060
41	22	1060
7	25	1060
44	11	1060
106	10	1070
114	16	1070
30	12	1070
17	19	1070
33	24	1070
82	8	1070
48	6	1080
93	11	1080
71	11	1080
107	7	1080
49	16	1080
97	7	1080
94	21	1080
75	8	1080
63	7	1080
19	21	1080
53	22	1080
90	23	1090
100	7	1090
70	20	1090
38	13	1090
90	20	1090
51	20	1090
57	8	1090
14	21	1090
100	13	1100
82	18	1100
38	25	1100
52	13	1100
73	9	1100
78	13	1100
13	12	1110
115	8	1110
68	11	1110
111	26	1110
34	13	1120
13	14	1120
83	26	1120
121	14	1120
112	17	1120
65	19	1120
102	27	1120
84	10	1130
92	25	1130
13	14	1130
29	20	1130
115	24	1130
66	6	1130
69	12	1130
57	20	1140
44	14	1140
35	18	1140
105	10	1140
54	24	1140
90	19	1150
40	27	1150
55	13	1150
38	8	1150
47	14	1150
116	19	1150
79	10	1160
61	16	1160
76	17	1160
91	26	1160
48	15	1160
99	26	1160
110	7	1160
45	12	1170
93	10	1170
9	17	1170
45	18	1170
11	13	1170
7	8	1180
50	12	1180
20	12	1180
60	23	1180
116	25	1180
47	19	1180
37	18	1180
29	7	1190
120	18	1190
19	11	1190
42	16	1190
64	18	1190
7	8	1200
40	11	1200
6	19	1200
81	13	1200
67	6	1210
64	23	1210
118	26	1210
48	7	1210
114	7	1210
94	17	1210
28	22	1210
91	27	1220
64	17	1220
36	27	1220
100	13	1230
60	11	1230
117	11	1230
47	9	1230
45	14	1230
19	25	1230
29	12	1230
109	25	1230
119	13	1230
96	6	1230
26	14	1240
41	21	1240
121	13	1240
64	24	1240
65	13	1240
77	27	1240
94	13	1250
7	23	1250
33	12	1250
73	24	1250
109	22	1250
56	23	1250
74	22	1260
92	14	1260
36	21	1260
30	20	1260
12	22	1260
94	20	1260
35	8	1270
53	24	1270
64	17	1270
24	23	1270
50	6	1270
121	13	1270
107	17	1270
120	13	1270
85	16	1270
35	19	1280
56	22	1280
27	15	1280
65	20	1280
50	25	1280
76	21	1280
14	13	1290
74	9	1290
53	6	1290
7	16	1300
41	26	1300
107	14	1300
66	22	1300
76	6	1300
120	9	1300
63	6	1310
90	7	1310
112	6	1310
60	26	1310
59	6	1310
22	12	1310
80	15	1310
93	8	1310
72	15	1310
58	19	1310
7	16	1320
38	20	1320
94	26	1320
83	20	1320
62	8	1320
40	24	1330
98	11	1330
116	21	1330
49	13	1330
88	21	1330
49	27	1340
61	21	1340
27	20	1350
68	15	1350
100	8	1350
110	7	1350
45	16	1350
11	8	1350
94	16	1350
105	11	1360
55	22	1360
11	22	1360
35	15	1360
102	20	1360
104	12	1360
51	19	1360
82	7	1370
42	9	1370
11	27	1370
75	13	1370
52	15	1370
76	20	1370
112	10	1370
77	26	1380
77	13	1380
96	24	1380
